science_release,input_catalogue_release,catalogue_view,ranking_id,measurement_id,physical_object_id,object_id,source_key,survey,field,object_class,mass_comparability_group,evidence_status,evidence_status_basis,primary_growth_ranking_flag,redshift,mbh_method,log_mbh_msun_std,log_mbh_err_plus_std,log_mbh_err_minus_std,log_mbh_systematic_dex,mbh_systematic_kind,n_samples,random_seed,reported_statistical_errors_sampled,statistical_error_model,log_mbh_sigma_plus_used,log_mbh_sigma_minus_used,mbh_uncertainty_mode,systematic_combined_with_statistical_error,required_fedd_seed1e2_p5,required_fedd_seed1e2_p16,required_fedd_seed1e2_p50,required_fedd_seed1e2_p84,required_fedd_seed1e2_p95,prob_required_fedd_seed1e2_gt_1,required_log_mseed_fedd0p3_p5,required_log_mseed_fedd0p3_p16,required_log_mseed_fedd0p3_p50,required_log_mseed_fedd0p3_p84,required_log_mseed_fedd0p3_p95,prob_required_log_mseed_fedd0p3_gt_1e5,prob_required_log_mseed_fedd0p3_gt_1e6,uncertainty_pressure_score_0_100,uncertainty_pressure_tier,required_fedd_seed1e2,rank_uncertainty_global_navigation,rank_uncertainty_within_object_class,rank_uncertainty_within_mass_group,rank_uncertainty_within_class_mass_group,rank_uncertainty_primary_within_class_mass_group
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-UNCOVER-20466,UNCOVER20466_greene24,HZA-UNCOVER-20466,UNCOVER-20466,greene24_uncover_blagn,UNCOVER,Abell 2744,broad_line_agn,virial_balmer_single_epoch,secure,published broad-line AGN identification,True,8.5,single-epoch-virial-hbeta,8.17,0.42,0.42,,,10000,20260808,True,split_normal_in_log_mbh,0.42,0.42,symmetric_reported,False,1.2892139725588656,1.3544982767343978,1.4525211315611513,1.549243339816533,1.6126663075005543,1.0,6.20288722314756,6.480261558228633,6.896732630773348,7.307677628062063,7.577143676791386,1.0,0.984,100.0,likely_high_pressure,1.4525211315611513,1,1,1,1,1
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GN-Z11,GNZ11_maiolino24,HZA-GN-Z11,GN-z11,maiolino24_gnz11_agn,JADES,GOODS-N,high_ionization_line_candidate,virial_uv_single_epoch,probable,published multi-diagnostic accreting-black-hole interpretation,False,10.603,single-epoch-virial-uv-permitted-lines,6.2,0.3,0.3,,,10000,20260808,True,split_normal_in_log_mbh,0.3,0.3,symmetric_reported,False,1.2667922181154605,1.3349747311652207,1.4393555092967567,1.5416888539067848,1.6072225615940912,1.0,4.826239882313123,5.025558964580037,5.330697041381348,5.629849821480385,5.821425606671072,0.8587,0.0133,100.0,likely_high_pressure,1.4393555092967567,2,1,1,1,
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-COSMOS3D-13852,COSMOS3D13852_lin25,HZA-COSMOS3D-13852,COSMOS3D-13852,lin25_cosmos3d_blagn,COSMOS-3D,COSMOS,broad_line_agn,virial_balmer_single_epoch,secure,JWST/NIRCam grism broad-Hbeta identification,True,7.646,single-epoch-virial-hbeta-greene2005,8.6,0.35,0.33,,source cautions that electron scattering could bias virial masses high by 1-2 dex; not applied,10000,20260808,True,split_normal_in_log_mbh,0.35,0.33,asymmetric,False,1.2041872029984797,1.2474298247754527,1.3141180682393534,1.3839970363726914,1.4286543935009814,1.0,6.543082033679638,6.760354272694614,7.095428867572519,7.446535235375397,7.670915801886789,1.0,1.0,100.0,likely_high_pressure,1.3141180682393534,3,2,2,2,2
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-RUBIES-EGS-55604,RUBIESEGS55604_kocevski25,HZA-RUBIES-EGS-55604,RUBIES-EGS-55604,kocevski25_lrd_blagn,RUBIES,EGS/UDS,broad_line_agn,virial_balmer_single_epoch,secure,published broad-line AGN identification,True,6.986,single-epoch-virial-hbeta,9.31,0.1,0.1,0.5,single-epoch virial calibration scatter,10000,20260808,True,split_normal_in_log_mbh,0.1,0.1,symmetric_reported,False,1.238482132561008,1.249804823900041,1.2673198752382198,1.284154291838668,1.2954065978823175,1.0,7.414026398835204,7.479346075884465,7.580388969544126,7.677505337263455,7.742418967320373,1.0,1.0,100.0,likely_high_pressure,1.2673198752382198,4,3,3,3,3
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-J0910-2028-12910,J0910202812910_baccus26,HZA-J0910-2028-12910,J0910_2028_12910,baccus26_nirspec_blagn,JWST/NIRSpec archival census,multi-field,broad_line_agn,virial_balmer_single_epoch,secure,source-catalogue broad-Halpha AGN identification,True,6.6214,single-epoch-virial-halpha,8.58,0.01,0.01,0.5,single-epoch virial calibration scatter,10000,20260808,True,split_normal_in_log_mbh,0.01,0.01,symmetric_reported,False,1.0502072005718286,1.0511878546493318,1.0527970576210994,1.0543919905977515,1.055403209034462,1.0,6.688868590844115,6.694997775020145,6.705055451439223,6.715023938989097,6.7213441534082055,1.0,1.0,100.0,likely_high_pressure,1.0527970576210994,5,4,4,4,4
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-RUBIES-EGS-49140,RUBIESEGS49140_taylor24,HZA-RUBIES-EGS-49140,RUBIES-EGS-49140,taylor24_ceers_rubies_blagn,RUBIES,EGS,broad_line_agn,virial_balmer_single_epoch,candidate,robust_broad_line_with_recorded_alternative_non_agn_interpretation,False,6.685,single-epoch-virial-halpha-reines2013,8.26,0.02,0.01,0.5,Approximate Reines et al. (2013) single-epoch virial-calibration scatter; may be larger at high redshift,10000,20260808,True,split_normal_in_log_mbh,0.02,0.01,asymmetric,False,1.0132569970284784,1.014311578216197,1.0159942964755455,1.0191941291597106,1.0212667578473673,1.0,6.395128164969543,6.401626551245034,6.411995552104728,6.431713094045368,6.44448474403772,1.0,1.0,100.0,likely_high_pressure,1.0159942964755455,6,5,5,5,
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-J0226-3325-6699,J022633256699_baccus26,HZA-J0226-3325-6699,J0226_3325_6699,baccus26_nirspec_blagn,JWST/NIRSpec archival census,multi-field,broad_line_agn,virial_balmer_single_epoch,secure,source-catalogue broad-Halpha AGN identification,True,6.5405,single-epoch-virial-halpha,8.3,0.01,0.01,0.5,single-epoch virial calibration scatter,10000,20260808,True,split_normal_in_log_mbh,0.01,0.01,symmetric_reported,False,0.9872441390996448,0.9882214219961798,0.9898081737123765,0.9913906860171949,0.9924290490853833,0.0,6.374152637588944,6.380372820950783,6.390472134731318,6.400544465622647,6.4071534103848995,1.0,1.0,100.0,likely_high_pressure,0.9898081737123765,7,6,6,6,5
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GOODS-N-9771,GOODSN9771_matthee23,HZA-GOODS-N-9771,GOODS-N-9771,matthee23_eiger_fresco_blagn,FRESCO,GOODS-N,broad_line_agn,virial_balmer_single_epoch,secure,published_blagn_with_robust_detection_and_no_recorded_alternative_interpretation,True,5.538,single-epoch-virial-halpha-reines2013,8.55,0.03,0.03,0.5,Reines et al. (2013) Halpha single-epoch estimator intrinsic/calibration uncertainty,10000,20260808,True,split_normal_in_log_mbh,0.03,0.03,symmetric_reported,False,0.8037122928661218,0.8061988529649174,0.8099278028859704,0.8136036995032938,0.8159397730282885,0.0,6.073336769610217,6.093444670139384,6.123599321992396,6.153324951215045,6.172215921954969,1.0,1.0,100.0,likely_high_pressure,0.8099278028859704,8,7,7,7,6
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-CEERS-1019,CEERS1019_larson23,HZA-CEERS-1019,CEERS-1019,larson23_ceers1019,CEERS,EGS,broad_line_agn,virial_balmer_single_epoch,secure,published broad-line AGN identification,True,8.679,single-epoch-virial-hbeta,6.95,0.37,0.37,,,10000,20260808,True,split_normal_in_log_mbh,0.37,0.37,symmetric_reported,False,1.057256229415434,1.115177475951217,1.2057919443419598,1.2929409043815228,1.3523398812836571,0.9883,5.110455531107393,5.3483690069660685,5.72057099548179,6.078538291432029,6.322521594666111,0.9752,0.2207,98.83,likely_high_pressure,1.2057919443419598,9,8,8,8,7
v3-shared-science,v3-dataset-catalogue,physical_object,HZA-GS-20057765,GS20057765_juodzbalis25,HZA-GS-20057765,GS-20057765,juodzbalis25_jades_blagn,JADES,GOODS-S,broad_line_agn,virial_balmer_single_epoch,probable,published_blagn_with_tentative_broad_line_detection,True,8.913,single-epoch-virial-hbeta,7.33,0.62,0.7,,,10000,20260808,True,split_normal_in_log_mbh,0.62,0.7,asymmetric,False,1.0674496374907705,1.1773841261281204,1.3554576697324894,1.5128604451061813,1.6146977973224,0.9797,5.018010882563021,5.450330434059992,6.150608167269565,6.76959769546403,7.170075097792137,0.9522,0.5823,97.97,likely_high_pressure,1.3554576697324894,10,9,9,9,8
