science_release,input_catalogue_release,physical_object_id,object_id,object_class,source_key,redshift,quality_flag,evidence_status,mass_comparability_group,growth_ranking_eligible_flag,primary_growth_ranking_flag,growth_ranking_eligibility_reason,source_caveat_tags,rank_global_navigation,rank_within_object_class,growth_pressure_tier,growth_pressure_score_0_100,required_fedd_seed1e2,required_log_mseed_fedd0p3,systematic_envelope_available_flag,required_fedd_seed1e2_systematic_low,required_fedd_seed1e2_systematic_high,edd_ratio_consistency_flag,edd_ratio_log_residual_dex,uncertainty_pressure_tier,prob_required_fedd_seed1e2_gt_1,required_fedd_seed1e2_p16,required_fedd_seed1e2_p50,required_fedd_seed1e2_p84,followup_priority_category,most_needed_followup,followup_value_score_0_100,rank_followup_global_navigation,rank_followup_within_object_class,global_rank_policy
v1-shared-science,v1-dataset-catalogue,HZA-GN-38509,GN-38509,broad_line_agn,juodzbalis25_jades_blagn,6.678,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,1,1,high,98.44540599147037,1.064544199368414,6.71850336776117,True,1.0159348751963402,1.1131535235404875,consistent,0.0064618041732414,likely_high_pressure,0.8596,1.0051768597729878,1.065384970119578,1.1239951030176132,A_robust_high_pressure,independent black-hole mass and accretion-history constraints,97.62592435948822,1,1,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-20057765,GS-20057765,broad_line_agn,juodzbalis25_jades_blagn,8.913,tentative,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,2,2,high,93.77309018057997,1.3553650821669596,6.150244064836379,False,,,consistent,-0.0220592787844985,likely_high_pressure,0.9797,1.1773841261281204,1.3554576697324894,1.5128604451061813,B_caveated_high_pressure,"resolve measurement or comparability caveats, then re-evaluate growth pressure",87.5857854108348,2,2,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-20030333,GS-20030333,broad_line_agn,juodzbalis25_jades_blagn,7.891,tentative,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,4,4,high,74.67999599624905,1.1332146730828314,5.985143887894973,False,,,consistent,-0.016539467890489,likely_high_pressure,0.9072,1.0328987525735214,1.134731937770417,1.2709233292519844,B_caveated_high_pressure,"resolve measurement or comparability caveats, then re-evaluate growth pressure",86.29519975977495,3,3,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-164055,GS-164055,broad_line_agn,juodzbalis25_jades_blagn,7.397,tentative,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,3,3,high,75.7772436255635,1.064628309775132,6.043530821515778,False,,,consistent,-0.0025082001627724,likely_high_pressure,0.6959,0.94090670157404,1.0656469150399959,1.1759158706569128,B_caveated_high_pressure,"resolve measurement or comparability caveats, then re-evaluate growth pressure",85.93843461753382,4,4,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-4685,GN-4685,broad_line_agn,juodzbalis25_jades_blagn,7.415,tentative,probable,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,6,6,high,66.38166725891102,1.0173652371980322,5.779446683249509,False,,,consistent,-0.016416941107096,likely_high_pressure,0.5846,0.938434213927488,1.0176554097005428,1.1021587215435031,B_caveated_high_pressure,"resolve measurement or comparability caveats, then re-evaluate growth pressure",85.15210003553466,5,5,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-11836,GN-11836,broad_line_agn,juodzbalis25_jades_blagn,4.409,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,23,23,low,5.701111137430049,0.36841333364916057,2.7539307328113716,True,0.3411906735273014,0.3956359937710197,inconsistent,-0.9082367697242087,lower_pressure,0.0,0.3393665448649372,0.3686237273428136,0.39749221271102747,C_source_consistency,resolve the published mass/luminosity/Eddington-ratio inconsistency,70.3420666682458,6,6,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GN-954,GN-954,broad_line_agn,juodzbalis25_jades_blagn,6.759,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,5,5,medium,68.7122265884922,0.9403035606779888,5.881438344477782,True,0.8908138995896736,0.9897932217663039,consistent,-0.0079016188648425,possible_high_pressure,0.1197,0.8878452607631242,0.9406416328460998,0.9912452894181422,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,64.36213359530953,7,7,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-210600,GS-210600,broad_line_agn,juodzbalis25_jades_blagn,6.306,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,7,7,medium,50.44952775615923,0.8056392872456205,5.395450777172458,True,0.7609642805591722,0.8503142939320689,consistent,-0.0237545992099406,possible_high_pressure,0.0,0.7563167859022751,0.8053579572577703,0.8552116666631381,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,63.02697166536955,8,8,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-10013704,GS-10013704,broad_line_agn,juodzbalis25_jades_blagn,5.919,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,8,8,medium,44.011877560996815,0.7392417802995618,5.232332571707911,True,0.6984747703565714,0.7800087902425525,consistent,-0.0092667653881941,possible_high_pressure,0.0,0.6976245320854032,0.7386085352087532,0.7796273280034962,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.64071265365981,9,9,navigation_only_no_cross_class_demographic_inference
v1-shared-science,v1-dataset-catalogue,HZA-GS-204851,GS-204851,broad_line_agn,juodzbalis25_jades_blagn,5.48,robust,secure,virial_balmer_single_epoch,True,True,eligible_numeric_mass_with_resolved_identity_and_lensing,,9,9,medium,43.498403254841364,0.6921076590789973,5.217955291135558,True,0.6555526770853881,0.7286626410726061,consistent,0.0144905277734889,possible_high_pressure,0.0,0.654175935655368,0.6918409583517862,0.7307496802803001,D_uncertainty_leverage,reduce black-hole mass uncertainty near the high-pressure boundary,62.60990419529048,10,10,navigation_only_no_cross_class_demographic_inference
